"forest","acc.ff","size","acc.sf","moa.sf","md.sf","acc.ratio"
7,0.782608695652174,5,0.69565,0.81367,0.18,0.888884629636728
7,0.782608695652174,7,0.69565,0.81573,0.19048,0.888884629636728
7,0.782608695652174,11,0.67391,0.82669,0.17455,0.86110578704591
7,0.782608695652174,13,0.67391,0.82655,0.19487,0.86110578704591
7,0.782608695652174,17,0.69565,0.81908,0.19559,0.888884629636728
7,0.782608695652174,3,0.67391,0.841,0.26667,0.86110578704591
7,0.782608695652174,5,0.67391,0.83006,0.28,0.86110578704591
7,0.782608695652174,7,0.67391,0.82883,0.28571,0.86110578704591
7,0.782608695652174,11,0.69565,0.82643,0.26182,0.888884629636728
7,0.782608695652174,13,0.69565,0.82074,0.23846,0.888884629636728
7,0.782608695652174,17,0.71739,0.82594,0.22941,0.916663472227546
8,0.804347826086957,3,0.76087,0.79859,0.33333,0.945943929881271
8,0.804347826086957,5,0.76087,0.81294,0.28,0.945943929881271
8,0.804347826086957,7,0.76087,0.81258,0.24762,0.945943929881271
8,0.804347826086957,11,0.76087,0.81284,0.18909,0.945943929881271
8,0.804347826086957,13,0.76087,0.81396,0.20256,0.945943929881271
8,0.804347826086957,17,0.78261,0.81629,0.20147,0.972971964940635
8,0.804347826086957,3,0.71739,0.80489,0.2,0.891887859762541
8,0.804347826086957,5,0.71739,0.80631,0.14,0.891887859762541
8,0.804347826086957,7,0.69565,0.79737,0.1619,0.864859824703176
8,0.804347826086957,11,0.71739,0.81833,0.19273,0.891887859762541
8,0.804347826086957,13,0.73913,0.81934,0.17692,0.918915894821906
8,0.804347826086957,17,0.73913,0.81771,0.20882,0.918915894821906
8,0.804347826086957,3,0.69565,0.83066,0.33333,0.864859824703176
8,0.804347826086957,5,0.76087,0.81715,0.24,0.945943929881271
8,0.804347826086957,7,0.69565,0.81665,0.25714,0.864859824703176
8,0.804347826086957,11,0.73913,0.81377,0.23273,0.918915894821906
8,0.804347826086957,13,0.76087,0.81065,0.22051,0.945943929881271
8,0.804347826086957,17,0.82609,0.80881,0.24265,1.02702803505936
8,0.804347826086957,3,0.80435,0.81366,0.13333,1
8,0.804347826086957,5,0.82609,0.81454,0.16,1.02702803505936
8,0.804347826086957,7,0.80435,0.80965,0.14286,1
8,0.804347826086957,11,0.80435,0.79874,0.15273,1
8,0.804347826086957,13,0.82609,0.80318,0.18974,1.02702803505936
8,0.804347826086957,17,0.78261,0.80836,0.22647,0.972971964940635
8,0.804347826086957,3,0.76087,0.80278,0.2,0.945943929881271
8,0.804347826086957,5,0.78261,0.79596,0.24,0.972971964940635
8,0.804347826086957,7,0.76087,0.80458,0.19048,0.945943929881271
8,0.804347826086957,11,0.78261,0.80478,0.24727,0.972971964940635
8,0.804347826086957,13,0.76087,0.80984,0.2359,0.945943929881271
8,0.804347826086957,17,0.78261,0.80703,0.22647,0.972971964940635
8,0.804347826086957,3,0.84783,0.80289,0.13333,1.05405607011873
8,0.804347826086957,5,0.80435,0.81481,0.14,1
8,0.804347826086957,7,0.80435,0.82963,0.1619,1
8,0.804347826086957,11,0.80435,0.81406,0.17455,1
8,0.804347826086957,13,0.80435,0.81722,0.17692,1
8,0.804347826086957,17,0.76087,0.8166,0.19412,0.945943929881271
8,0.804347826086957,3,0.86957,0.82097,0.33333,1.08108410517809
8,0.804347826086957,5,0.86957,0.8211,0.36,1.08108410517809
8,0.804347826086957,7,0.82609,0.80556,0.35238,1.02702803505936
8,0.804347826086957,11,0.80435,0.80857,0.28727,1
8,0.804347826086957,13,0.84783,0.80949,0.29231,1.05405607011873
8,0.804347826086957,17,0.82609,0.80626,0.29853,1.02702803505936
8,0.804347826086957,3,0.80435,0.79735,0.2,1
8,0.804347826086957,5,0.76087,0.7994,0.2,0.945943929881271
8,0.804347826086957,7,0.80435,0.79773,0.26667,1
8,0.804347826086957,11,0.80435,0.79433,0.25455,1
8,0.804347826086957,13,0.76087,0.80014,0.25385,0.945943929881271
8,0.804347826086957,17,0.80435,0.80503,0.23971,1
8,0.804347826086957,3,0.69565,0.8459,0.2,0.864859824703176
8,0.804347826086957,5,0.73913,0.83911,0.22,0.918915894821906
8,0.804347826086957,7,0.78261,0.8408,0.20952,0.972971964940635
8,0.804347826086957,11,0.73913,0.8173,0.2,0.918915894821906
8,0.804347826086957,13,0.73913,0.81694,0.18718,0.918915894821906
8,0.804347826086957,17,0.78261,0.8152,0.19706,0.972971964940635
8,0.804347826086957,3,0.78261,0.82134,0.2,0.972971964940635
8,0.804347826086957,5,0.73913,0.83164,0.16,0.918915894821906
8,0.804347826086957,7,0.73913,0.82743,0.20952,0.918915894821906
8,0.804347826086957,11,0.82609,0.81689,0.21091,1.02702803505936
8,0.804347826086957,13,0.80435,0.81193,0.21026,1
8,0.804347826086957,17,0.86957,0.81519,0.21471,1.08108410517809
9,0.826086956521739,3,0.71739,0.76861,0.33333,0.868416274255832
9,0.826086956521739,5,0.78261,0.77728,0.24,0.947366509702333
9,0.826086956521739,7,0.78261,0.78961,0.24762,0.947366509702333
9,0.826086956521739,11,0.76087,0.79268,0.24364,0.921049764553499
9,0.826086956521739,13,0.78261,0.78666,0.23333,0.947366509702333
9,0.826086956521739,17,0.82609,0.79821,0.22647,1
9,0.826086956521739,3,0.78261,0.81504,0.13333,0.947366509702333
9,0.826086956521739,5,0.80435,0.79416,0.14,0.973683254851166
9,0.826086956521739,7,0.80435,0.78749,0.15238,0.973683254851166
9,0.826086956521739,11,0.82609,0.78784,0.21455,1
9,0.826086956521739,13,0.82609,0.78584,0.22051,1
9,0.826086956521739,17,0.82609,0.79372,0.24706,1
9,0.826086956521739,3,0.80435,0.77629,0.46667,0.973683254851166
9,0.826086956521739,5,0.78261,0.77476,0.34,0.947366509702333
9,0.826086956521739,7,0.80435,0.76627,0.29524,0.973683254851166
9,0.826086956521739,11,0.80435,0.78636,0.30909,0.973683254851166
9,0.826086956521739,13,0.82609,0.78961,0.31282,1
9,0.826086956521739,17,0.78261,0.79007,0.29853,0.947366509702333
9,0.826086956521739,3,0.76087,0.80251,0.4,0.921049764553499
9,0.826086956521739,5,0.76087,0.80161,0.28,0.921049764553499
9,0.826086956521739,7,0.78261,0.80771,0.25714,0.947366509702333
9,0.826086956521739,11,0.78261,0.81666,0.22909,0.947366509702333
9,0.826086956521739,13,0.78261,0.81543,0.21026,0.947366509702333
9,0.826086956521739,17,0.78261,0.80842,0.22206,0.947366509702333
9,0.826086956521739,3,0.76087,0.79472,0.33333,0.921049764553499
9,0.826086956521739,5,0.82609,0.78724,0.28,1
9,0.826086956521739,7,0.86957,0.78554,0.26667,1.05263349029767
9,0.826086956521739,11,0.80435,0.77968,0.29455,0.973683254851166
9,0.826086956521739,13,0.82609,0.77991,0.28718,1
9,0.826086956521739,17,0.82609,0.77585,0.27647,1
9,0.826086956521739,3,0.82609,0.80776,0.26667,1
9,0.826086956521739,5,0.80435,0.78311,0.28,0.973683254851166
9,0.826086956521739,7,0.82609,0.79179,0.24762,1
9,0.826086956521739,11,0.82609,0.80032,0.22545,1
9,0.826086956521739,13,0.82609,0.80297,0.22821,1
9,0.826086956521739,17,0.82609,0.80508,0.22794,1
9,0.826086956521739,3,0.78261,0.79219,0.06667,0.947366509702333
9,0.826086956521739,5,0.80435,0.79486,0.14,0.973683254851166
9,0.826086956521739,7,0.80435,0.80369,0.2,0.973683254851166
9,0.826086956521739,11,0.80435,0.79749,0.19273,0.973683254851166
9,0.826086956521739,13,0.82609,0.79332,0.21026,1
9,0.826086956521739,17,0.82609,0.79887,0.225,1
9,0.826086956521739,3,0.76087,0.79726,0.2,0.921049764553499
9,0.826086956521739,5,0.78261,0.8198,0.2,0.947366509702333
9,0.826086956521739,7,0.78261,0.8159,0.18095,0.947366509702333
9,0.826086956521739,11,0.82609,0.81145,0.2,1
9,0.826086956521739,13,0.84783,0.80613,0.20256,1.02631674514883
9,0.826086956521739,17,0.84783,0.80065,0.18971,1.02631674514883
9,0.826086956521739,3,0.82609,0.81841,0.26667,1
9,0.826086956521739,5,0.80435,0.82342,0.18,0.973683254851166
9,0.826086956521739,7,0.82609,0.8279,0.21905,1
9,0.826086956521739,11,0.82609,0.80938,0.21818,1
9,0.826086956521739,13,0.82609,0.80575,0.22564,1
9,0.826086956521739,17,0.86957,0.80051,0.21618,1.05263349029767
9,0.826086956521739,3,0.76087,0.80201,0.26667,0.921049764553499
9,0.826086956521739,5,0.86957,0.78835,0.3,1.05263349029767
9,0.826086956521739,7,0.84783,0.78221,0.30476,1.02631674514883
9,0.826086956521739,11,0.84783,0.78986,0.27636,1.02631674514883
9,0.826086956521739,13,0.82609,0.79369,0.25128,1
9,0.826086956521739,17,0.82609,0.79553,0.23382,1
10,0.804347826086957,3,0.65217,0.76847,0.33333,0.810803754584447
10,0.804347826086957,5,0.67391,0.77677,0.28,0.837831789643812
10,0.804347826086957,7,0.71739,0.77222,0.24762,0.891887859762541
10,0.804347826086957,11,0.73913,0.77676,0.23636,0.918915894821906
10,0.804347826086957,13,0.73913,0.78007,0.24872,0.918915894821906
10,0.804347826086957,17,0.69565,0.77307,0.22206,0.864859824703176
10,0.804347826086957,3,0.69565,0.8086,0.2,0.864859824703176
10,0.804347826086957,5,0.71739,0.81532,0.26,0.891887859762541
10,0.804347826086957,7,0.78261,0.80536,0.24762,0.972971964940635
10,0.804347826086957,11,0.80435,0.78136,0.24364,1
10,0.804347826086957,13,0.80435,0.77339,0.24359,1
10,0.804347826086957,17,0.80435,0.76762,0.22647,1
10,0.804347826086957,3,0.80435,0.76385,0.26667,1
10,0.804347826086957,5,0.80435,0.75372,0.24,1
10,0.804347826086957,7,0.76087,0.76834,0.21905,0.945943929881271
10,0.804347826086957,11,0.76087,0.76747,0.21455,0.945943929881271
10,0.804347826086957,13,0.80435,0.76884,0.2359,1
10,0.804347826086957,17,0.78261,0.76853,0.23088,0.972971964940635
10,0.804347826086957,3,0.80435,0.79423,0.26667,1
10,0.804347826086957,5,0.84783,0.77154,0.22,1.05405607011873
10,0.804347826086957,7,0.84783,0.75919,0.18095,1.05405607011873
10,0.804347826086957,11,0.84783,0.76288,0.21818,1.05405607011873
10,0.804347826086957,13,0.82609,0.76421,0.21282,1.02702803505936
10,0.804347826086957,17,0.80435,0.75844,0.21029,1
10,0.804347826086957,3,0.71739,0.76529,0.2,0.891887859762541
10,0.804347826086957,5,0.78261,0.77626,0.22,0.972971964940635
10,0.804347826086957,7,0.76087,0.77169,0.22857,0.945943929881271
10,0.804347826086957,11,0.76087,0.76092,0.20727,0.945943929881271
10,0.804347826086957,13,0.76087,0.75771,0.22308,0.945943929881271
10,0.804347826086957,17,0.78261,0.75766,0.23529,0.972971964940635
10,0.804347826086957,3,0.76087,0.76095,0.13333,0.945943929881271
10,0.804347826086957,5,0.71739,0.76499,0.18,0.891887859762541
10,0.804347826086957,7,0.78261,0.76566,0.28571,0.972971964940635
10,0.804347826086957,11,0.76087,0.77512,0.28364,0.945943929881271
10,0.804347826086957,13,0.78261,0.78202,0.26923,0.972971964940635
10,0.804347826086957,17,0.78261,0.77856,0.25882,0.972971964940635
10,0.804347826086957,3,0.76087,0.79997,0.33333,0.945943929881271
10,0.804347826086957,5,0.80435,0.79212,0.24,1
10,0.804347826086957,7,0.82609,0.79941,0.22857,1.02702803505936
10,0.804347826086957,11,0.82609,0.79198,0.25455,1.02702803505936
10,0.804347826086957,13,0.86957,0.79393,0.26923,1.08108410517809
10,0.804347826086957,17,0.82609,0.78693,0.27647,1.02702803505936
10,0.804347826086957,3,0.76087,0.75641,0.4,0.945943929881271
10,0.804347826086957,5,0.76087,0.76052,0.32,0.945943929881271
10,0.804347826086957,7,0.78261,0.77037,0.30476,0.972971964940635
10,0.804347826086957,11,0.78261,0.7743,0.29091,0.972971964940635
10,0.804347826086957,13,0.78261,0.77326,0.2641,0.972971964940635
10,0.804347826086957,17,0.76087,0.76648,0.26029,0.945943929881271
10,0.804347826086957,3,0.80435,0.7978,0.2,1
10,0.804347826086957,5,0.78261,0.77798,0.16,0.972971964940635
10,0.804347826086957,7,0.71739,0.77634,0.18095,0.891887859762541
10,0.804347826086957,11,0.71739,0.76547,0.16,0.891887859762541
10,0.804347826086957,13,0.76087,0.77272,0.15897,0.945943929881271
10,0.804347826086957,17,0.78261,0.77549,0.13824,0.972971964940635
10,0.804347826086957,3,0.73913,0.77492,0.2,0.918915894821906
10,0.804347826086957,5,0.76087,0.76097,0.22,0.945943929881271
10,0.804347826086957,7,0.76087,0.75756,0.19048,0.945943929881271
10,0.804347826086957,11,0.76087,0.77378,0.2,0.945943929881271
10,0.804347826086957,13,0.78261,0.77081,0.17949,0.972971964940635
10,0.804347826086957,17,0.76087,0.7678,0.17647,0.945943929881271
